OpenTime,Open,High,Low,Close,TickVolume
2020-08-26 17:00:00.0000000,11979.45,11983.7,11959.7,11972.7,10499
2020-08-26 21:00:00.0000000,11972.95,11983.7,11938.45,11963.2,18611
2020-08-27 01:00:00.0000000,11963.45,11984.2,11951.2,11965.45,23303
2020-08-27 05:00:00.0000000,11964.95,11981.2,11946.95,11971.2,21286
2020-08-27 09:00:00.0000000,11970.95,12049.45,11838.45,11873.45,110316
2020-08-27 13:00:00.0000000,11873.2,11991.2,11852.2,11950.45,76362
2020-08-27 17:00:00.0000000,11954.6,11977.1,11948.6,11959.6,9474
2020-08-27 21:00:00.0000000,11959.35,12018.75,11938.2,12007.1,22156
2020-08-28 01:00:00.0000000,12006.6,12007.85,11925.6,11944.35,40053
2020-08-28 05:00:00.0000000,11944.6,11981.75,11923.85,11966.35,24636
2020-08-28 09:00:00.0000000,11965.6,12021.1,11951.1,11985.6,82779
2020-08-28 13:00:00.0000000,11985.1,12016.1,11929.2,12005.6,58350
2020-08-30 17:00:00.0000000,12013.85,12095.1,12009.85,12081.6,12632
2020-08-30 21:00:00.0000000,12081.35,12095.1,12075.85,12085.85,15740
2020-08-31 01:00:00.0000000,12086.1,12086.1,12026.85,12042.6,21796
2020-08-31 05:00:00.0000000,12042.35,12053.1,12004.85,12012,19841
2020-08-31 09:00:00.0000000,12012.25,12109.75,11992.6,12109.6,93033
2020-08-31 13:00:00.0000000,12109.85,12168.1,12087.25,12110.35,57002
2020-08-31 17:00:00.0000000,12119.4,12150.15,12096.4,12135.9,14226
2020-08-31 21:00:00.0000000,12136.15,12177.4,12131.65,12166.15,21219
2020-09-01 01:00:00.0000000,12166.4,12237.4,12157.5,12217.65,28315
2020-09-01 05:00:00.0000000,12217.9,12251.65,12189.9,12192.15,23346
2020-09-01 09:00:00.0000000,12191.4,12273.65,12129.05,12254.65,88976
2020-09-01 13:00:00.0000000,12255.15,12331.65,12237.8,12331.4,49326
2020-09-01 17:00:00.0000000,12324.45,12418.85,12320.2,12390.7,12476
2020-09-01 21:00:00.0000000,12390.45,12397.45,12369.8,12375.7,15634
2020-09-02 01:00:00.0000000,12375.45,12451.2,12371.05,12451.2,27696
2020-09-02 05:00:00.0000000,12452.1,12467.7,12423.7,12438.2,24209
2020-09-02 09:00:00.0000000,12437.95,12446.7,12174.95,12331.2,111970
2020-09-02 13:00:00.0000000,12331.7,12437.7,12319.55,12410.7,70492
2020-09-02 17:00:00.0000000,12404.9,12439.65,12375.9,12379.8,11095
2020-09-02 21:00:00.0000000,12380.3,12420.45,12361.9,12386.5,22946
2020-09-03 01:00:00.0000000,12386.25,12411.85,12354,12365.2,30986
2020-09-03 05:00:00.0000000,12365.45,12365.7,12256.55,12269.25,36301
2020-09-03 09:00:00.0000000,12269,12272.5,11746.9,11783.9,120800
2020-09-03 13:00:00.0000000,11783.15,11856.35,11660.4,11803.15,92906
2020-09-03 17:00:00.0000000,11725.4,11735.75,11583.85,11645.85,30691
